,EXECUTIONID,ABSTRACTIONID,ACTIONID,ARENAID,SHEETID,SYSTEMID,VARIANTID,ADAPTERID,X,Y,TYPE,VALUE,RAWVALUE,VALUETYPE,LASTMODIFIED,EXECUTIONTIME
282,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'FloatingFormat.__init__', 0)",0,2,value,UNSUCCESSFUL,UNSUCCESSFUL,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
283,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'FloatingFormat.__init__', 0)",1,2,adaptation_instruction,UseStandardConstructorValues: ,"UseStandardConstructorValues: (1, 1, 1, 1)
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
284,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
285,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",4,5,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
286,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",1,0,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 450000), 0)",-1
287,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",4,0,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
288,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
289,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_covered_lines_in_function_ratio,60.0,60.0,<class 'float'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
290,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
291,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",3,5,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
292,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",4,6,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
293,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
294,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'FloatingFormat.__init__', 0)",2,2,input_value,FloatingFormat,FloatingFormat,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
295,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
296,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
297,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'FloatingFormat.__init__', 0)",2,2,input_value,FloatingFormat,FloatingFormat,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
298,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
299,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('__getitem__', '__getitem__', 0)",0,1,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
300,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",-1,3,metrics_all_lines_in_function,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
301,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'FloatingFormat.__init__', 0)",1,2,op,FloatingFormat.__init__,FloatingFormat.__init__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
302,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('__getitem__', '__getitem__', 0)",1,1,op,__getitem__,__getitem__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
303,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",7,0,input_value,x,x,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
304,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
305,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
306,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_covered_lines_in_function_ratio,60.0,60.0,<class 'float'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
307,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",6,0,input_value,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
308,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
309,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",0,5,value,(1+2j),(1+2j),<class 'complex'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
310,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
311,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
312,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_covered_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
313,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
314,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",1,3,op,repr_format,repr_format,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",50
315,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 942000), 0)",-1
316,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",3,0,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
317,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
318,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
319,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"3('create', 'createPythonObject', 0)",8,0,input_value,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
320,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
321,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",2,5,input_value,python.Complex,python.Complex,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
322,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",3,6,input_value,a,a,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
323,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
324,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_covered_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
325,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",8,6,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
326,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_all_branches_in_file,342,342,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
327,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_covered_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
328,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
329,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_all_lines_in_file,604,604,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
330,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'FloatingFormat.__init__', 0)",1,2,adaptation_instruction,UseStandardConstructorValues: ,"UseStandardConstructorValues: (1, 1, 1, 1)
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
331,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",1,6,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
332,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",5,0,input_value,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
333,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",1,3,adaptation_instruction,"NameAdaptation: addme
ReturnTy","NameAdaptation: addme
ReturnTypeAdaptation: int
ParameterTypeConversion: ['Any']
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
334,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",4,5,input_value,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 766000), 0)",-1
335,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",5,6,input_value,b,b,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
336,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",1,0,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 845000), 0)",-1
337,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",-1,3,metrics_covered_lines_in_file,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
338,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
339,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'FloatingFormat.__init__', 0)",1,2,op,FloatingFormat.__init__,FloatingFormat.__init__,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
340,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('__getitem__', '__getitem__', 0)",0,1,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
341,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",-1,3,metrics_covered_lines_in_function_ratio,60.0,60.0,<class 'float'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
342,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",2,0,input_value,python.Array,python.Array,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
343,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"4('create', 'createPythonObject', 0)",7,0,input_value,x,x,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
344,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_covered_lines_in_function_ratio,60.0,60.0,<class 'float'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
345,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"8('subme', 'str_format', 0)",-1,4,metrics_covered_branches_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
346,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",2,6,input_value,python.Dict,python.Dict,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
347,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
348,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",-1,4,metrics_covered_branches_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 678000), 0)",-1
349,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",7,6,input_value,c,c,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
350,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",-1,3,metrics_covered_branches_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
351,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",3,4,input_value,16,16,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
352,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"9('addme', 'repr_format', 0)",0,3,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",45
353,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"7('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 982000), 0)",-1
354,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"8('create', 'createPythonObject', 0)",1,0,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 21000), 0)",-1
355,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",4,0,input_value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 845000), 0)",-1
356,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('__getitem__', '__getitem__', 0)",3,1,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 116000), 0)",-1
357,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'FloatingFormat.__init__', 0)",2,2,input_value,FloatingFormat,FloatingFormat,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
358,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",3,5,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
359,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",4,6,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
360,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",1,4,op,str_format,str_format,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",60
361,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('subme', 'str_format', 0)",1,4,adaptation_instruction,"NameAdaptation: subme
ReturnTy","NameAdaptation: subme
ReturnTypeAdaptation: int
ParameterTypeConversion: ['Any']
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
362,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",0,3,value,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",57
363,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_execution_time,50,50,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
364,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",3,6,input_value,a,a,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
365,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('__getitem__', '__getitem__', 0)",1,1,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
366,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'createPythonObject', 0)",1,5,adaptation_instruction,No adaptations needed,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
367,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"5('create', 'createPythonObject', 0)",6,0,input_value,12,12,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 846000), 0)",-1
368,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"2('create', 'FloatingFormat.__init__', 0)",1,2,adaptation_instruction,UseStandardConstructorValues: ,"UseStandardConstructorValues: (1, 1, 1, 1)
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 618000), 0)",-1
369,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"9('create', 'createPythonObject', 0)",1,6,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 117000), 0)",-1
370,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"6('create', 'createPythonObject', 0)",6,6,input_value,wow,wow,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 943000), 0)",-1
371,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"3('addme', 'str_format', 0)",-1,3,metrics_covered_branches_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 677000), 0)",-1
372,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,,execute,arena_development.xlsx,916b30cb-91d5-419d-9a8f-fe8348f97b7a,original,"8('addme', 'repr_format', 0)",-1,3,metrics_covered_branches_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 15, 12, 23, 7, 22000), 0)",-1
373,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"1('create', 'createPythonObject', 0)",1,5,op,create,create,function,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 451000), 0)",-1
374,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,f4944fc0-4de1-4f25-8b27-6e486c82c573,original,"4('addme', 'str_format', 0)",1,3,adaptation_instruction,"NameAdaptation: addme
ReturnTy","NameAdaptation: addme
ReturnTypeAdaptation: int
ParameterTypeConversion: ['Any']
",AdaptationInstruction,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 765000), 0)",-1
375,6140d01d-71b6-4abb-9924-23cf5a708884,Calculator,python_lasso,execute,arena_development.xlsx,None,original,"0('create', 'createPythonObject', 0)",5,6,input_value,b,b,<class 'str'>,"(datetime.datetime(2024, 9, 15, 12, 23, 6, 223000), 0)",-1
